id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
17675,Women,Footwear,Shoes,Flats,Turquoise Blue,Winter,2015,Casual
29946,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
3750,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual
31185,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2015,Casual
26132,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012,Formal
54512,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
2682,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual
30057,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual
28894,Women,Apparel,Innerwear,Briefs,Black,Summer,2017,Casual
32364,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
41696,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual
40744,Women,Accessories,Headwear,Caps,Blue,Winter,2012,Casual
10034,Women,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports
4111,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual
45236,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
59669,Women,Apparel,Saree,Sarees,Yellow,Fall,2012,Ethnic
15546,Women,Footwear,Shoes,Heels,Bronze,Winter,2015,Casual
14494,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
6646,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports
47561,Women,Footwear,Shoes,Flats,Beige,Winter,2012,Casual
17211,Men,Accessories,Eyewear,Sunglasses,Pink,Winter,2016,Casual
23024,Women,Apparel,Topwear,Tunics,Pink,Summer,2011,Ethnic
51404,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual
55898,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017,Casual
7794,Women,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual
18259,Women,Apparel,Topwear,Kurtas,Peach,Fall,2011,Ethnic
54176,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual
27484,Women,Apparel,Innerwear,Briefs,Black,Winter,2015,Casual
23818,Unisex,Footwear,Flip Flops,Flip Flops,Black,Fall,2012,Casual
48529,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012,Casual
42013,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports
3334,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Sports
26556,Men,Footwear,Sandal,Sandals,Black,Fall,2012,Casual
17023,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual
23216,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic
18857,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual
6474,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual
46681,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual
19985,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
51636,Women,Accessories,Watches,Watches,Grey,Winter,2016,Casual
30601,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports
13483,Women,Footwear,Shoes,Flats,White,Winter,2012,Casual
54344,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual
55296,Women,Personal Care,Makeup,Eyeshadow,Purple,Spring,2017,Casual
42221,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual
32156,Women,Accessories,Socks,Socks,Black,Summer,2017,Casual
56413,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual
45838,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic
40576,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic
1651,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010,Sports
33084,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
15774,Men,Apparel,Innerwear,Briefs,Green,Summer,2016,Casual
21541,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
4323,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
45004,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Casual
20493,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual
58589,Women,Accessories,Jewellery,Necklace and Chains,Orange,Winter,2016,Casual
11112,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
25327,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
32390,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal
33242,Men,Apparel,Topwear,Shirts,White,Fall,2012,Formal
57707,Women,Personal Care,Lips,Lip Liner,Pink,Spring,2017,Casual
36730,Girls,Apparel,Topwear,Tops,Blue,Summer,2012,Casual
21787,Men,Accessories,Belts,Belts,Brown,Fall,2011,Casual
44310,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual
5037,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015,Casual
34067,Women,Apparel,Topwear,Shirts,Cream,Summer,2012,Casual
47595,Women,Footwear,Shoes,Heels,Purple,Winter,2012,Casual
50522,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual
43909,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
28438,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
22102,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual
16337,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
46447,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
54182,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual
13645,Women,Footwear,Shoes,Flats,Brown,Fall,2011,Casual
27470,Women,Apparel,Innerwear,Camisoles,Skin,Summer,2018,Casual
2212,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Casual
43135,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
8728,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual
12797,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports
35989,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual
55050,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017,NA
50710,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
6480,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
34255,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012,Casual
46675,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017,Casual
7552,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Sports
19971,Men,Accessories,Headwear,Caps,Purple,Fall,2011,Casual
22330,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
16105,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual
43307,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual
13477,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2012,Casual
27642,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
26790,Men,Apparel,Topwear,Shirts,White,Summer,2013,Formal
55262,Women,Personal Care,Makeup,Kajal and Eyeliner,Purple,Spring,2017,Casual
16939,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
31727,Women,Accessories,Jewellery,Pendant,Purple,Winter,2016,Ethnic
41450,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual
11320,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011,Casual
25115,Women,Accessories,Bags,Clutches,Gold,Winter,2015,Casual
40582,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
33070,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual
15780,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual
36502,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic
25929,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012,Casual
44122,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017,Casual
5205,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
20467,Women,Accessories,Wallets,Wallets,Pink,Winter,2015,Casual
14652,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
7136,Men,Apparel,Bottomwear,Track Pants,Green,Fall,2011,Casual
22754,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011,Ethnic
8942,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual
23686,Unisex,Accessories,Wallets,Wallets,Brown,Summer,2011,Casual
34631,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
19529,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
3596,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
30291,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual
43763,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Ethnic
13013,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual
27226,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual
57151,Women,Apparel,Innerwear,Camisoles,Peach,Summer,2017,Casual
37888,Unisex,Accessories,Socks,Socks,Green,Summer,2016,Casual
58925,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual
33414,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual
41034,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
11744,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
56083,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual
25571,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
44546,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
5661,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
20003,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
52423,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017,Casual
33626,Women,Accessories,Wallets,Wallets,Orange,Summer,2012,Casual
24691,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual
57363,Women,Apparel,Innerwear,Bra,Grey,Winter,2015,Casual
11576,Women,Apparel,Topwear,Kurtis,Cream,Summer,2011,Ethnic
20231,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual
14004,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports
44774,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
5453,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2011,Sports
37286,Women,Apparel,Topwear,Tshirts,Brown,Summer,2012,Casual
4581,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual
36354,Men,Accessories,Ties,Ties,Black,Summer,2012,Formal
49857,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual
16753,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual
7304,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual
34403,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
27828,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual
50146,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual
55434,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual
13221,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
27014,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual
2676,Women,Apparel,Topwear,Tshirts,Black,Winter,2011,Casual
28860,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013,Casual
39581,Women,Footwear,Shoes,Heels,Red,Winter,2015,Casual
32169,Women,Accessories,Socks,Socks,Navy Blue,Summer,2017,Casual
10239,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual
38453,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual
40549,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
59464,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual
14699,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Casual
33887,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
23229,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011,Ethnic
18868,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual
7599,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
51609,Women,Apparel,Bottomwear,Trousers,Cream,Fall,2012,Casual
48724,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual
9403,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
17820,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual
27689,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
18054,Women,Accessories,Wallets,Wallets,Grey,Winter,2015,Casual
19186,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual
3139,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Ethnic
54975,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual
6679,Women,Footwear,Sandal,Sports Sandals,Black,Summer,2011,Casual
42810,Women,Apparel,Innerwear,Briefs,Black,Summer,2012,Casual
29521,Women,Accessories,Watches,Watches,Pink,Winter,2016,Casual
18266,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic
54149,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012,Casual
34890,Women,Accessories,Bags,Handbags,Navy Blue,Summer,2012,Casual
23827,Unisex,Footwear,Flip Flops,Flip Flops,Green,Summer,2012,Casual
48516,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual
9631,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
4912,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual
38661,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports
33289,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
45209,Women,Accessories,Watches,Watches,Black,Winter,2016,Smart Casual
59656,Women,Apparel,Saree,Sarees,Blue,Fall,2012,Ethnic
15579,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
10837,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual
37629,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
16798,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Casual
31986,Men,Accessories,Socks,Socks,Brown,Summer,2016,Casual
29145,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual
26931,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
28097,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual
30854,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic
8387,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2013,Sports
29979,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
12338,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual
18602,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
48172,Women,Accessories,Wallets,Wallets,Cream,Winter,2016,Casual
9255,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Formal
30068,Men,Accessories,Watches,Watches,Silver,Summer,2016,Casual
38205,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual
25788,Men,Apparel,Topwear,Suspenders,Beige,Summer,2012,Formal
15921,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual
1804,Men,Apparel,Bottomwear,Shorts,Black,Fall,2010,Sports
53708,Women,Accessories,Bags,Handbags,Mustard,Summer,2012,Casual
5498,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
21328,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
59232,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
24468,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
38037,Men,Accessories,Watches,Watches,Orange,Winter,2016,Casual
21926,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic
36991,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual
56048,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual
56874,Women,Footwear,Shoes,Heels,Yellow,Winter,2012,Casual
4778,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Sports
12936,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual
8989,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
47308,Women,Accessories,Bags,Clutches,Purple,Summer,2012,Casual
48340,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012,Casual
9067,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
18430,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011,Casual
6813,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011,Casual
31972,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports
49868,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
22559,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual
28063,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual
50179,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
51897,Women,Accessories,Wallets,Wallets,Purple,Summer,2016,Casual
8373,Men,Accessories,Bags,Backpacks,Navy Blue,Winter,2016,Casual
49054,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual
19724,Women,Apparel,Topwear,Shirts,Green,Summer,2011,Casual
46820,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual
48186,Women,Accessories,Bags,Handbags,Beige,Winter,2016,Casual
50945,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual
2649,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
14807,Women,Accessories,Bags,Handbags,Black,Summer,2011,Casual
33619,Women,Accessories,Wallets,Wallets,Green,Summer,2012,Casual
11549,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011,Ethnic
41239,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal
39323,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual
58314,Men,Accessories,Socks,Socks,White,Summer,2016,Sports
57952,Women,Apparel,Saree,Sarees,Off White,Fall,2012,Ethnic
44579,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013,Casual
41837,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual
56880,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual
7109,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual
28251,Men,Personal Care,Fragrance,Deodorant,Purple,Spring,2017,Casual
13810,Men,Accessories,Mufflers,Mufflers,White,Summer,2016,Casual
7935,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports
55639,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual
19516,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual
8141,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
49266,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual
9093,Women,Accessories,Bags,Handbags,Multi,Winter,2015,Casual
27219,Women,Apparel,Dress,Dresses,Lavender,Summer,2012,Casual
39575,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual
44921,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual
52078,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
33873,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
58542,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
20458,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual
28635,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
2823,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal
13448,Women,Apparel,Topwear,Shirts,Pink,Summer,2011,Casual
19172,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual
16906,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011,Casual
31718,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic
8525,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2011,Casual
49602,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual
54981,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual
34058,Boys,Apparel,Bottomwear,Capris,Navy Blue,Summer,2012,Casual
43936,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual
55853,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,Casual
46478,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
34864,Women,Accessories,Bags,Handbags,Black,Winter,2012,Casual
18292,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic
19340,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual
25318,Men,Accessories,Watches,Watches,White,Summer,2017,Casual
5834,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports
57738,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017,NA
11911,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Formal
58770,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual
53398,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2012,Ethnic
5008,Women,Apparel,Dress,Dresses,Blue,Summer,2011,Casual
24696,Men,Footwear,Sandal,Sandals,Red,Fall,2011,Casual
33621,Women,Accessories,Wallets,Wallets,Purple,Summer,2012,Casual
25744,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
11571,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011,Ethnic
5454,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011,Sports
37281,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
44773,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
14003,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Sports
20236,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual
52616,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
4586,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual
36353,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal
7303,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual
16754,Women,Accessories,Bags,Clutches,Silver,Winter,2015,Casual
22561,Women,Accessories,Bags,Handbags,Maroon,Winter,2015,Casual
29189,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual
17686,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual
30898,Women,Apparel,Bottomwear,Salwar,Black,Summer,2012,Ethnic
34404,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
55433,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual
46818,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
31176,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual
43556,Women,Accessories,Socks,Socks,Black,Summer,2012,Casual
2671,Women,Accessories,Bags,Handbags,Gold,Winter,2015,Casual
27013,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual
13226,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual
22753,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic
7131,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Casual
46216,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual
13828,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011,Casual
34636,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual
28269,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual
3591,Unisex,Footwear,Shoes,Casual Shoes,Yellow,Summer,2012,Casual
27221,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual
13014,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual
30296,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual
33413,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual
58922,Men,Accessories,Accessories,Accessory Gift Set,Black,Summer,2012,Casual
57156,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual
10691,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
25576,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
11743,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
56084,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual
39129,Women,Apparel,Bottomwear,Leggings,Red,Fall,2012,Ethnic
20004,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011,Casual
5666,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
44541,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
52424,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Winter,2015,Casual
6487,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
34252,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2013,Sports
50717,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
16102,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
22337,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
7555,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Sports
19976,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
27645,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
13470,Women,Apparel,Dress,Dresses,Pink,Summer,2011,Casual
43300,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2012,Casual
2027,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports
31720,Girls,Accessories,Jewellery,Earrings,Silver,Summer,2012,Ethnic
55265,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017,Casual
26797,Men,Apparel,Topwear,Shirts,Grey,Summer,2013,Formal
25112,Women,Accessories,Belts,Belts,Blue,Winter,2015,Casual
11327,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual
41457,Men,Footwear,Sandal,Sandals,Blue,Summer,2012,Casual
33077,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
40585,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic
57532,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Casual
44919,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual
36505,Women,Accessories,Bags,Handbags,White,Summer,2012,Casual
15787,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual
20460,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual
5202,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
44125,Women,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
41665,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Formal
32397,Women,Apparel,Topwear,Shirts,Pink,Summer,2012,Formal
25320,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
11115,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal
57700,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017,NA
33245,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal
11929,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports
36737,Women,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual
50525,Men,Apparel,Innerwear,Briefs,Grey Melange,Winter,2016,Casual
47592,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual
34060,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Casual
7767,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011,Sports
46440,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual
16330,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Casual
22105,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
43132,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual
2215,Men,Footwear,Sandal,Sandals,Olive,Fall,2010,Sports
